podNumber,timestamp,consumptionKwh,productionKwh
CH1008400000000000000000000012350,2025-10-05 22:00,0.74,0.0
CH1008400000000000000000000012351,2025-10-05 22:00,0.95,0.0
CH1008400000000000000000000012352,2025-10-05 22:00,0.73,0.0
CH1008400000000000000000000012353,2025-10-05 22:00,0.78,0.0
CH1008400000000000000000000012354,2025-10-05 22:00,0.5,0.0
CH1008400000000000000000000012355,2025-10-05 22:00,0.88,0.0
CH1008400000000000000000000012356,2025-10-05 22:00,0.63,0.0
CH1008400000000000000000000012345,2025-10-05 23:00,0.81,0.0
CH1008400000000000000000000012346,2025-10-05 23:00,0.63,0.0
CH1008400000000000000000000012347,2025-10-05 23:00,0.67,0.0
CH1008400000000000000000000012348,2025-10-05 23:00,0.59,0.0
CH1008400000000000000000000012349,2025-10-05 23:00,0.67,0.0
CH1008400000000000000000000012350,2025-10-05 23:00,0.6,0.0
CH1008400000000000000000000012351,2025-10-05 23:00,0.72,0.0
CH1008400000000000000000000012352,2025-10-05 23:00,1.12,0.0
CH1008400000000000000000000012353,2025-10-05 23:00,0.66,0.0
CH1008400000000000000000000012354,2025-10-05 23:00,0.63,0.0
CH1008400000000000000000000012355,2025-10-05 23:00,0.69,0.0
CH1008400000000000000000000012356,2025-10-05 23:00,0.67,0.0
CH1008400000000000000000000012345,2025-10-06 00:00,0.25,0.0
CH1008400000000000000000000012346,2025-10-06 00:00,0.27,0.0
CH1008400000000000000000000012347,2025-10-06 00:00,0.31,0.0
CH1008400000000000000000000012348,2025-10-06 00:00,0.38,0.0
CH1008400000000000000000000012349,2025-10-06 00:00,0.36,0.0
CH1008400000000000000000000012350,2025-10-06 00:00,0.43,0.0
CH1008400000000000000000000012351,2025-10-06 00:00,0.24,0.0
CH1008400000000000000000000012352,2025-10-06 00:00,0.32,0.0
CH1008400000000000000000000012353,2025-10-06 00:00,0.45,0.0
CH1008400000000000000000000012354,2025-10-06 00:00,0.4,0.0
CH1008400000000000000000000012355,2025-10-06 00:00,0.26,0.0
CH1008400000000000000000000012356,2025-10-06 00:00,0.18,0.0
CH1008400000000000000000000012345,2025-10-06 01:00,0.31,0.0
CH1008400000000000000000000012346,2025-10-06 01:00,0.44,0.0
CH1008400000000000000000000012347,2025-10-06 01:00,0.25,0.0
CH1008400000000000000000000012348,2025-10-06 01:00,0.26,0.0
CH1008400000000000000000000012349,2025-10-06 01:00,0.45,0.0
CH1008400000000000000000000012350,2025-10-06 01:00,0.27,0.0
CH1008400000000000000000000012351,2025-10-06 01:00,0.31,0.0
CH1008400000000000000000000012352,2025-10-06 01:00,0.35,0.0
CH1008400000000000000000000012353,2025-10-06 01:00,0.29,0.0
CH1008400000000000000000000012354,2025-10-06 01:00,0.26,0.0
CH1008400000000000000000000012355,2025-10-06 01:00,0.36,0.0
CH1008400000000000000000000012356,2025-10-06 01:00,0.45,0.0
CH1008400000000000000000000012345,2025-10-06 02:00,0.21,0.0
CH1008400000000000000000000012346,2025-10-06 02:00,0.38,0.0
CH1008400000000000000000000012347,2025-10-06 02:00,0.23,0.0
CH1008400000000000000000000012348,2025-10-06 02:00,0.34,0.0
CH1008400000000000000000000012349,2025-10-06 02:00,0.35,0.0
CH1008400000000000000000000012350,2025-10-06 02:00,0.2,0.0
CH1008400000000000000000000012351,2025-10-06 02:00,0.27,0.0
CH1008400000000000000000000012352,2025-10-06 02:00,0.26,0.0
CH1008400000000000000000000012353,2025-10-06 02:00,0.33,0.0
CH1008400000000000000000000012354,2025-10-06 02:00,0.21,0.0
CH1008400000000000000000000012355,2025-10-06 02:00,0.31,0.0
CH1008400000000000000000000012356,2025-10-06 02:00,0.2,0.0
CH1008400000000000000000000012345,2025-10-06 03:00,0.31,0.0
CH1008400000000000000000000012346,2025-10-06 03:00,0.4,0.0
CH1008400000000000000000000012347,2025-10-06 03:00,0.31,0.0
CH1008400000000000000000000012348,2025-10-06 03:00,0.5,0.0
CH1008400000000000000000000012349,2025-10-06 03:00,0.36,0.0
CH1008400000000000000000000012350,2025-10-06 03:00,0.39,0.0
CH1008400000000000000000000012351,2025-10-06 03:00,0.29,0.0
CH1008400000000000000000000012352,2025-10-06 03:00,0.22,0.0
CH1008400000000000000000000012353,2025-10-06 03:00,0.31,0.0
CH1008400000000000000000000012354,2025-10-06 03:00,0.34,0.0
CH1008400000000000000000000012355,2025-10-06 03:00,0.2,0.0
CH1008400000000000000000000012356,2025-10-06 03:00,0.39,0.0
CH1008400000000000000000000012345,2025-10-06 04:00,0.26,0.0
CH1008400000000000000000000012346,2025-10-06 04:00,0.22,0.0
CH1008400000000000000000000012347,2025-10-06 04:00,0.29,0.0
CH1008400000000000000000000012348,2025-10-06 04:00,0.23,0.0
CH1008400000000000000000000012349,2025-10-06 04:00,0.32,0.0
CH1008400000000000000000000012350,2025-10-06 04:00,0.39,0.0
CH1008400000000000000000000012351,2025-10-06 04:00,0.22,0.0
CH1008400000000000000000000012352,2025-10-06 04:00,0.17,0.0
CH1008400000000000000000000012353,2025-10-06 04:00,0.25,0.0
CH1008400000000000000000000012354,2025-10-06 04:00,0.31,0.0
CH1008400000000000000000000012355,2025-10-06 04:00,0.18,0.0
CH1008400000000000000000000012356,2025-10-06 04:00,0.27,0.0
CH1008400000000000000000000012345,2025-10-06 05:00,0.32,0.0
CH1008400000000000000000000012346,2025-10-06 05:00,0.44,0.0
CH1008400000000000000000000012347,2025-10-06 05:00,0.29,0.0
CH1008400000000000000000000012348,2025-10-06 05:00,0.3,0.0
CH1008400000000000000000000012349,2025-10-06 05:00,0.21,0.0
CH1008400000000000000000000012350,2025-10-06 05:00,0.18,0.0
CH1008400000000000000000000012351,2025-10-06 05:00,0.19,0.0
CH1008400000000000000000000012352,2025-10-06 05:00,0.45,0.0
CH1008400000000000000000000012353,2025-10-06 05:00,0.23,0.0
CH1008400000000000000000000012354,2025-10-06 05:00,0.21,0.0
CH1008400000000000000000000012355,2025-10-06 05:00,0.38,0.0
CH1008400000000000000000000012356,2025-10-06 05:00,0.2,0.0
CH1008400000000000000000000012345,2025-10-06 06:00,0.77,0.0
CH1008400000000000000000000012346,2025-10-06 06:00,0.62,0.0
CH1008400000000000000000000012347,2025-10-06 06:00,0.82,0.0
CH1008400000000000000000000012348,2025-10-06 06:00,1.0,0.0
CH1008400000000000000000000012349,2025-10-06 06:00,1.11,0.0
CH1008400000000000000000000012350,2025-10-06 06:00,0.49,0.0
CH1008400000000000000000000012351,2025-10-06 06:00,1.16,0.0
CH1008400000000000000000000012352,2025-10-06 06:00,0.87,0.0
CH1008400000000000000000000012353,2025-10-06 06:00,0.77,0.0
CH1008400000000000000000000012354,2025-10-06 06:00,0.49,0.0
CH1008400000000000000000000012355,2025-10-06 06:00,0.86,0.0
CH1008400000000000000000000012356,2025-10-06 06:00,0.83,0.0
CH1008400000000000000000000012345,2025-10-06 07:00,0.45,0.14
CH1008400000000000000000000012346,2025-10-06 07:00,0.92,0.1
CH1008400000000000000000000012347,2025-10-06 07:00,0.92,0.0
CH1008400000000000000000000012348,2025-10-06 07:00,0.56,0.18
CH1008400000000000000000000012349,2025-10-06 07:00,1.0,0.0
CH1008400000000000000000000012350,2025-10-06 07:00,1.01,0.09
CH1008400000000000000000000012351,2025-10-06 07:00,0.95,0.0
CH1008400000000000000000000012352,2025-10-06 07:00,0.84,0.0
CH1008400000000000000000000012353,2025-10-06 07:00,1.0,0.17
CH1008400000000000000000000012354,2025-10-06 07:00,1.07,0.0
CH1008400000000000000000000012355,2025-10-06 07:00,1.06,0.11
CH1008400000000000000000000012356,2025-10-06 07:00,0.68,0.0
CH1008400000000000000000000012345,2025-10-06 08:00,0.95,0.4
CH1008400000000000000000000012346,2025-10-06 08:00,0.51,0.31
CH1008400000000000000000000012347,2025-10-06 08:00,0.96,0.0
CH1008400000000000000000000012348,2025-10-06 08:00,0.89,0.57
CH1008400000000000000000000012349,2025-10-06 08:00,0.78,0.0
CH1008400000000000000000000012350,2025-10-06 08:00,0.67,0.26
CH1008400000000000000000000012351,2025-10-06 08:00,0.86,0.0
CH1008400000000000000000000012352,2025-10-06 08:00,0.79,0.0
CH1008400000000000000000000012353,2025-10-06 08:00,0.98,0.47
CH1008400000000000000000000012354,2025-10-06 08:00,1.1,0.0
CH1008400000000000000000000012355,2025-10-06 08:00,0.77,0.35
CH1008400000000000000000000012356,2025-10-06 08:00,1.13,0.0
CH1008400000000000000000000012345,2025-10-06 09:00,0.34,0.99
CH1008400000000000000000000012346,2025-10-06 09:00,0.63,0.72
CH1008400000000000000000000012347,2025-10-06 09:00,0.62,0.0
CH1008400000000000000000000012348,2025-10-06 09:00,0.54,1.28
CH1008400000000000000000000012349,2025-10-06 09:00,0.54,0.0
CH1008400000000000000000000012350,2025-10-06 09:00,0.47,0.57
CH1008400000000000000000000012351,2025-10-06 09:00,0.44,0.0
CH1008400000000000000000000012352,2025-10-06 09:00,0.62,0.0
CH1008400000000000000000000012353,2025-10-06 09:00,0.42,1.12
CH1008400000000000000000000012354,2025-10-06 09:00,0.72,0.0
CH1008400000000000000000000012355,2025-10-06 09:00,0.44,0.86
CH1008400000000000000000000012356,2025-10-06 09:00,0.69,0.0
CH1008400000000000000000000012345,2025-10-06 10:00,0.7,1.75
CH1008400000000000000000000012346,2025-10-06 10:00,0.46,1.25
CH1008400000000000000000000012347,2025-10-06 10:00,0.32,0.0
CH1008400000000000000000000012348,2025-10-06 10:00,0.66,2.4
CH1008400000000000000000000012349,2025-10-06 10:00,0.81,0.0
CH1008400000000000000000000012350,2025-10-06 10:00,0.61,1.02
CH1008400000000000000000000012351,2025-10-06 10:00,0.49,0.0
CH1008400000000000000000000012352,2025-10-06 10:00,0.53,0.0
CH1008400000000000000000000012353,2025-10-06 10:00,0.75,1.93
CH1008400000000000000000000012354,2025-10-06 10:00,0.71,0.0
CH1008400000000000000000000012355,2025-10-06 10:00,0.38,1.37
CH1008400000000000000000000012356,2025-10-06 10:00,0.64,0.0
CH1008400000000000000000000012345,2025-10-06 11:00,0.47,2.49
CH1008400000000000000000000012346,2025-10-06 11:00,0.65,1.83
CH1008400000000000000000000012347,2025-10-06 11:00,0.42,0.0
CH1008400000000000000000000012348,2025-10-06 11:00,0.75,3.08
CH1008400000000000000000000012349,2025-10-06 11:00,0.7,0.0
CH1008400000000000000000000012350,2025-10-06 11:00,0.54,1.59
CH1008400000000000000000000012351,2025-10-06 11:00,0.73,0.0
CH1008400000000000000000000012352,2025-10-06 11:00,0.49,0.0
CH1008400000000000000000000012353,2025-10-06 11:00,0.5,2.77
CH1008400000000000000000000012354,2025-10-06 11:00,0.41,0.0
CH1008400000000000000000000012355,2025-10-06 11:00,0.43,1.86
CH1008400000000000000000000012356,2025-10-06 11:00,0.48,0.0
CH1008400000000000000000000012345,2025-10-06 12:00,0.99,2.56
CH1008400000000000000000000012346,2025-10-06 12:00,1.0,1.93
CH1008400000000000000000000012347,2025-10-06 12:00,0.83,0.0
CH1008400000000000000000000012348,2025-10-06 12:00,0.84,3.88
CH1008400000000000000000000012349,2025-10-06 12:00,0.67,0.0
CH1008400000000000000000000012350,2025-10-06 12:00,0.72,1.86
CH1008400000000000000000000012351,2025-10-06 12:00,0.66,0.0
CH1008400000000000000000000012352,2025-10-06 12:00,0.7,0.0
CH1008400000000000000000000012353,2025-10-06 12:00,0.89,3.42
CH1008400000000000000000000012354,2025-10-06 12:00,0.67,0.0
CH1008400000000000000000000012355,2025-10-06 12:00,0.94,2.24
CH1008400000000000000000000012356,2025-10-06 12:00,0.49,0.0
CH1008400000000000000000000012345,2025-10-06 13:00,0.84,2.72
CH1008400000000000000000000012346,2025-10-06 13:00,0.78,1.83
CH1008400000000000000000000012347,2025-10-06 13:00,0.66,0.0
CH1008400000000000000000000012348,2025-10-06 13:00,0.97,3.6
CH1008400000000000000000000012349,2025-10-06 13:00,0.71,0.0
CH1008400000000000000000000012350,2025-10-06 13:00,0.78,1.67
CH1008400000000000000000000012351,2025-10-06 13:00,0.81,0.0
CH1008400000000000000000000012352,2025-10-06 13:00,0.69,0.0
CH1008400000000000000000000012353,2025-10-06 13:00,0.68,2.87
CH1008400000000000000000000012354,2025-10-06 13:00,0.55,0.0
CH1008400000000000000000000012355,2025-10-06 13:00,0.9,2.34
CH1008400000000000000000000012356,2025-10-06 13:00,1.05,0.0
CH1008400000000000000000000012345,2025-10-06 14:00,0.67,2.13
CH1008400000000000000000000012346,2025-10-06 14:00,0.53,1.55
CH1008400000000000000000000012347,2025-10-06 14:00,0.5,0.0
CH1008400000000000000000000012348,2025-10-06 14:00,0.44,2.9
CH1008400000000000000000000012349,2025-10-06 14:00,0.31,0.0
CH1008400000000000000000000012350,2025-10-06 14:00,0.46,1.33
CH1008400000000000000000000012351,2025-10-06 14:00,0.41,0.0
CH1008400000000000000000000012352,2025-10-06 14:00,0.46,0.0
CH1008400000000000000000000012353,2025-10-06 14:00,0.57,2.57
CH1008400000000000000000000012354,2025-10-06 14:00,0.49,0.0
CH1008400000000000000000000012355,2025-10-06 14:00,0.55,1.99
CH1008400000000000000000000012356,2025-10-06 14:00,0.49,0.0
CH1008400000000000000000000012345,2025-10-06 15:00,0.52,1.44
CH1008400000000000000000000012346,2025-10-06 15:00,0.62,1.12
CH1008400000000000000000000012347,2025-10-06 15:00,0.5,0.0
CH1008400000000000000000000012348,2025-10-06 15:00,0.34,2.12
CH1008400000000000000000000012349,2025-10-06 15:00,0.34,0.0
CH1008400000000000000000000012350,2025-10-06 15:00,0.66,0.92
CH1008400000000000000000000012351,2025-10-06 15:00,0.67,0.0
CH1008400000000000000000000012352,2025-10-06 15:00,0.65,0.0
CH1008400000000000000000000012353,2025-10-06 15:00,0.46,1.82
CH1008400000000000000000000012354,2025-10-06 15:00,0.79,0.0
CH1008400000000000000000000012355,2025-10-06 15:00,0.72,1.21
CH1008400000000000000000000012356,2025-10-06 15:00,0.55,0.0
CH1008400000000000000000000012345,2025-10-06 16:00,0.37,0.79
CH1008400000000000000000000012346,2025-10-06 16:00,0.75,0.57
CH1008400000000000000000000012347,2025-10-06 16:00,0.56,0.0
CH1008400000000000000000000012348,2025-10-06 16:00,0.55,1.21
CH1008400000000000000000000012349,2025-10-06 16:00,0.58,0.0
CH1008400000000000000000000012350,2025-10-06 16:00,0.6,0.52
CH1008400000000000000000000012351,2025-10-06 16:00,0.41,0.0
CH1008400000000000000000000012352,2025-10-06 16:00,0.52,0.0
CH1008400000000000000000000012353,2025-10-06 16:00,0.75,0.91
CH1008400000000000000000000012354,2025-10-06 16:00,0.62,0.0
CH1008400000000000000000000012355,2025-10-06 16:00,0.32,0.7
CH1008400000000000000000000012356,2025-10-06 16:00,0.63,0.0
CH1008400000000000000000000012345,2025-10-06 17:00,1.04,0.28
CH1008400000000000000000000012346,2025-10-06 17:00,1.33,0.21
CH1008400000000000000000000012347,2025-10-06 17:00,1.04,0.0
CH1008400000000000000000000012348,2025-10-06 17:00,1.63,0.38
CH1008400000000000000000000012349,2025-10-06 17:00,1.06,0.0
CH1008400000000000000000000012350,2025-10-06 17:00,0.89,0.18
CH1008400000000000000000000012351,2025-10-06 17:00,1.19,0.0
CH1008400000000000000000000012352,2025-10-06 17:00,1.65,0.0
CH1008400000000000000000000012353,2025-10-06 17:00,0.95,0.31
CH1008400000000000000000000012354,2025-10-06 17:00,1.38,0.0
CH1008400000000000000000000012355,2025-10-06 17:00,1.28,0.22
CH1008400000000000000000000012356,2025-10-06 17:00,1.71,0.0
CH1008400000000000000000000012345,2025-10-06 18:00,1.05,0.0
CH1008400000000000000000000012346,2025-10-06 18:00,0.86,0.0
CH1008400000000000000000000012347,2025-10-06 18:00,0.81,0.0
CH1008400000000000000000000012348,2025-10-06 18:00,1.36,0.0
CH1008400000000000000000000012349,2025-10-06 18:00,1.11,0.0
CH1008400000000000000000000012350,2025-10-06 18:00,1.1,0.0
CH1008400000000000000000000012351,2025-10-06 18:00,1.31,0.0
CH1008400000000000000000000012352,2025-10-06 18:00,1.81,0.0
CH1008400000000000000000000012353,2025-10-06 18:00,1.9,0.0
CH1008400000000000000000000012354,2025-10-06 18:00,1.38,0.0
CH1008400000000000000000000012355,2025-10-06 18:00,1.71,0.0
CH1008400000000000000000000012356,2025-10-06 18:00,1.42,0.0
CH1008400000000000000000000012345,2025-10-06 19:00,1.19,0.0
CH1008400000000000000000000012346,2025-10-06 19:00,1.16,0.0
CH1008400000000000000000000012347,2025-10-06 19:00,1.26,0.0
CH1008400000000000000000000012348,2025-10-06 19:00,1.18,0.0
CH1008400000000000000000000012349,2025-10-06 19:00,1.13,0.0
CH1008400000000000000000000012350,2025-10-06 19:00,1.45,0.0
CH1008400000000000000000000012351,2025-10-06 19:00,1.38,0.0
CH1008400000000000000000000012352,2025-10-06 19:00,1.28,0.0
CH1008400000000000000000000012353,2025-10-06 19:00,1.14,0.0
CH1008400000000000000000000012354,2025-10-06 19:00,1.57,0.0
CH1008400000000000000000000012355,2025-10-06 19:00,1.5,0.0
CH1008400000000000000000000012356,2025-10-06 19:00,0.77,0.0
CH1008400000000000000000000012345,2025-10-06 20:00,0.99,0.0
CH1008400000000000000000000012346,2025-10-06 20:00,0.95,0.0
CH1008400000000000000000000012347,2025-10-06 20:00,1.35,0.0
CH1008400000000000000000000012348,2025-10-06 20:00,1.48,0.0
CH1008400000000000000000000012349,2025-10-06 20:00,1.22,0.0
CH1008400000000000000000000012350,2025-10-06 20:00,1.39,0.0
CH1008400000000000000000000012351,2025-10-06 20:00,1.29,0.0
CH1008400000000000000000000012352,2025-10-06 20:00,1.26,0.0
CH1008400000000000000000000012353,2025-10-06 20:00,1.07,0.0
CH1008400000000000000000000012354,2025-10-06 20:00,1.19,0.0
CH1008400000000000000000000012355,2025-10-06 20:00,1.29,0.0
CH1008400000000000000000000012356,2025-10-06 20:00,1.58,0.0
CH1008400000000000000000000012345,2025-10-06 21:00,0.85,0.0
CH1008400000000000000000000012346,2025-10-06 21:00,0.86,0.0
CH1008400000000000000000000012347,2025-10-06 21:00,0.71,0.0
CH1008400000000000000000000012348,2025-10-06 21:00,0.66,0.0
CH1008400000000000000000000012349,2025-10-06 21:00,0.73,0.0
CH1008400000000000000000000012350,2025-10-06 21:00,0.85,0.0
CH1008400000000000000000000012351,2025-10-06 21:00,0.6,0.0
CH1008400000000000000000000012352,2025-10-06 21:00,0.73,0.0
CH1008400000000000000000000012353,2025-10-06 21:00,0.39,0.0
CH1008400000000000000000000012354,2025-10-06 21:00,0.68,0.0
CH1008400000000000000000000012355,2025-10-06 21:00,0.85,0.0
CH1008400000000000000000000012356,2025-10-06 21:00,0.74,0.0
CH1008400000000000000000000012345,2025-10-06 22:00,0.75,0.0
CH1008400000000000000000000012346,2025-10-06 22:00,0.56,0.0
CH1008400000000000000000000012347,2025-10-06 22:00,0.56,0.0
CH1008400000000000000000000012348,2025-10-06 22:00,0.87,0.0
CH1008400000000000000000000012349,2025-10-06 22:00,0.69,0.0
CH1008400000000000000000000012350,2025-10-06 22:00,0.55,0.0
CH1008400000000000000000000012351,2025-10-06 22:00,0.73,0.0
CH1008400000000000000000000012352,2025-10-06 22:00,0.98,0.0
CH1008400000000000000000000012353,2025-10-06 22:00,0.69,0.0
CH1008400000000000000000000012354,2025-10-06 22:00,0.54,0.0
CH1008400000000000000000000012355,2025-10-06 22:00,0.77,0.0
CH1008400000000000000000000012356,2025-10-06 22:00,0.88,0.0
CH1008400000000000000000000012345,2025-10-06 23:00,0.54,0.0
CH1008400000000000000000000012346,2025-10-06 23:00,0.68,0.0
CH1008400000000000000000000012347,2025-10-06 23:00,0.65,0.0
CH1008400000000000000000000012348,2025-10-06 23:00,0.58,0.0
CH1008400000000000000000000012349,2025-10-06 23:00,0.75,0.0
CH1008400000000000000000000012350,2025-10-06 23:00,0.57,0.0
CH1008400000000000000000000012351,2025-10-06 23:00,0.6,0.0
CH1008400000000000000000000012352,2025-10-06 23:00,0.63,0.0
CH1008400000000000000000000012353,2025-10-06 23:00,0.55,0.0
CH1008400000000000000000000012354,2025-10-06 23:00,0.55,0.0
CH1008400000000000000000000012355,2025-10-06 23:00,0.61,0.0
CH1008400000000000000000000012356,2025-10-06 23:00,0.43,0.0
CH1008400000000000000000000012345,2025-10-07 00:00,0.37,0.0
CH1008400000000000000000000012346,2025-10-07 00:00,0.26,0.0
CH1008400000000000000000000012347,2025-10-07 00:00,0.24,0.0
CH1008400000000000000000000012348,2025-10-07 00:00,0.32,0.0
CH1008400000000000000000000012349,2025-10-07 00:00,0.44,0.0
CH1008400000000000000000000012350,2025-10-07 00:00,0.35,0.0
CH1008400000000000000000000012351,2025-10-07 00:00,0.23,0.0
CH1008400000000000000000000012352,2025-10-07 00:00,0.48,0.0
CH1008400000000000000000000012353,2025-10-07 00:00,0.15,0.0
CH1008400000000000000000000012354,2025-10-07 00:00,0.24,0.0
CH1008400000000000000000000012355,2025-10-07 00:00,0.25,0.0
CH1008400000000000000000000012356,2025-10-07 00:00,0.42,0.0
CH1008400000000000000000000012345,2025-10-07 01:00,0.31,0.0
CH1008400000000000000000000012346,2025-10-07 01:00,0.32,0.0
CH1008400000000000000000000012347,2025-10-07 01:00,0.26,0.0
CH1008400000000000000000000012348,2025-10-07 01:00,0.2,0.0
CH1008400000000000000000000012349,2025-10-07 01:00,0.37,0.0
CH1008400000000000000000000012350,2025-10-07 01:00,0.22,0.0
CH1008400000000000000000000012351,2025-10-07 01:00,0.29,0.0
CH1008400000000000000000000012352,2025-10-07 01:00,0.38,0.0
CH1008400000000000000000000012353,2025-10-07 01:00,0.22,0.0
CH1008400000000000000000000012354,2025-10-07 01:00,0.28,0.0
CH1008400000000000000000000012355,2025-10-07 01:00,0.37,0.0
CH1008400000000000000000000012356,2025-10-07 01:00,0.24,0.0
CH1008400000000000000000000012345,2025-10-07 02:00,0.3,0.0
CH1008400000000000000000000012346,2025-10-07 02:00,0.43,0.0
CH1008400000000000000000000012347,2025-10-07 02:00,0.2,0.0
CH1008400000000000000000000012348,2025-10-07 02:00,0.24,0.0
CH1008400000000000000000000012349,2025-10-07 02:00,0.32,0.0
CH1008400000000000000000000012350,2025-10-07 02:00,0.34,0.0
CH1008400000000000000000000012351,2025-10-07 02:00,0.19,0.0
CH1008400000000000000000000012352,2025-10-07 02:00,0.31,0.0
CH1008400000000000000000000012353,2025-10-07 02:00,0.37,0.0
CH1008400000000000000000000012354,2025-10-07 02:00,0.34,0.0
CH1008400000000000000000000012355,2025-10-07 02:00,0.32,0.0
CH1008400000000000000000000012356,2025-10-07 02:00,0.25,0.0
CH1008400000000000000000000012345,2025-10-07 03:00,0.36,0.0
CH1008400000000000000000000012346,2025-10-07 03:00,0.27,0.0
CH1008400000000000000000000012347,2025-10-07 03:00,0.4,0.0
CH1008400000000000000000000012348,2025-10-07 03:00,0.33,0.0
CH1008400000000000000000000012349,2025-10-07 03:00,0.32,0.0
CH1008400000000000000000000012350,2025-10-07 03:00,0.24,0.0
CH1008400000000000000000000012351,2025-10-07 03:00,0.25,0.0
CH1008400000000000000000000012352,2025-10-07 03:00,0.33,0.0
CH1008400000000000000000000012353,2025-10-07 03:00,0.37,0.0
CH1008400000000000000000000012354,2025-10-07 03:00,0.35,0.0
CH1008400000000000000000000012355,2025-10-07 03:00,0.17,0.0
CH1008400000000000000000000012356,2025-10-07 03:00,0.16,0.0
CH1008400000000000000000000012345,2025-10-07 04:00,0.18,0.0
CH1008400000000000000000000012346,2025-10-07 04:00,0.15,0.0
CH1008400000000000000000000012347,2025-10-07 04:00,0.32,0.0
CH1008400000000000000000000012348,2025-10-07 04:00,0.39,0.0
CH1008400000000000000000000012349,2025-10-07 04:00,0.33,0.0
CH1008400000000000000000000012350,2025-10-07 04:00,0.35,0.0
CH1008400000000000000000000012351,2025-10-07 04:00,0.29,0.0
CH1008400000000000000000000012352,2025-10-07 04:00,0.24,0.0
CH1008400000000000000000000012353,2025-10-07 04:00,0.31,0.0
CH1008400000000000000000000012354,2025-10-07 04:00,0.17,0.0
CH1008400000000000000000000012355,2025-10-07 04:00,0.35,0.0
CH1008400000000000000000000012356,2025-10-07 04:00,0.29,0.0
CH1008400000000000000000000012345,2025-10-07 05:00,0.38,0.0
CH1008400000000000000000000012346,2025-10-07 05:00,0.17,0.0
CH1008400000000000000000000012347,2025-10-07 05:00,0.28,0.0
CH1008400000000000000000000012348,2025-10-07 05:00,0.26,0.0
CH1008400000000000000000000012349,2025-10-07 05:00,0.33,0.0
CH1008400000000000000000000012350,2025-10-07 05:00,0.38,0.0
CH1008400000000000000000000012351,2025-10-07 05:00,0.4,0.0
CH1008400000000000000000000012352,2025-10-07 05:00,0.27,0.0
CH1008400000000000000000000012353,2025-10-07 05:00,0.29,0.0
CH1008400000000000000000000012354,2025-10-07 05:00,0.43,0.0
CH1008400000000000000000000012355,2025-10-07 05:00,0.2,0.0
CH1008400000000000000000000012356,2025-10-07 05:00,0.51,0.0
CH1008400000000000000000000012345,2025-10-07 06:00,0.61,0.0
CH1008400000000000000000000012346,2025-10-07 06:00,0.77,0.0
CH1008400000000000000000000012347,2025-10-07 06:00,0.8,0.0
CH1008400000000000000000000012348,2025-10-07 06:00,1.22,0.0
CH1008400000000000000000000012349,2025-10-07 06:00,0.74,0.0
CH1008400000000000000000000012350,2025-10-07 06:00,0.84,0.0
CH1008400000000000000000000012351,2025-10-07 06:00,0.92,0.0
CH1008400000000000000000000012352,2025-10-07 06:00,0.63,0.0
CH1008400000000000000000000012353,2025-10-07 06:00,0.88,0.0
CH1008400000000000000000000012354,2025-10-07 06:00,0.91,0.0
CH1008400000000000000000000012355,2025-10-07 06:00,0.47,0.0
CH1008400000000000000000000012356,2025-10-07 06:00,0.55,0.0
CH1008400000000000000000000012345,2025-10-07 07:00,0.76,0.14
CH1008400000000000000000000012346,2025-10-07 07:00,0.75,0.09
CH1008400000000000000000000012347,2025-10-07 07:00,0.59,0.0
CH1008400000000000000000000012348,2025-10-07 07:00,0.75,0.19
CH1008400000000000000000000012349,2025-10-07 07:00,0.78,0.0
CH1008400000000000000000000012350,2025-10-07 07:00,0.85,0.09
CH1008400000000000000000000012351,2025-10-07 07:00,0.54,0.0
CH1008400000000000000000000012352,2025-10-07 07:00,0.86,0.0
CH1008400000000000000000000012353,2025-10-07 07:00,0.77,0.16
CH1008400000000000000000000012354,2025-10-07 07:00,0.97,0.0
CH1008400000000000000000000012355,2025-10-07 07:00,0.62,0.12
CH1008400000000000000000000012356,2025-10-07 07:00,0.79,0.0
CH1008400000000000000000000012345,2025-10-07 08:00,1.08,0.42
CH1008400000000000000000000012346,2025-10-07 08:00,0.8,0.29
CH1008400000000000000000000012347,2025-10-07 08:00,0.77,0.0
CH1008400000000000000000000012348,2025-10-07 08:00,0.89,0.58
CH1008400000000000000000000012349,2025-10-07 08:00,1.13,0.0
CH1008400000000000000000000012350,2025-10-07 08:00,0.89,0.25
CH1008400000000000000000000012351,2025-10-07 08:00,0.99,0.0
CH1008400000000000000000000012352,2025-10-07 08:00,0.6,0.0
CH1008400000000000000000000012353,2025-10-07 08:00,1.09,0.45
CH1008400000000000000000000012354,2025-10-07 08:00,1.15,0.0
CH1008400000000000000000000012355,2025-10-07 08:00,0.67,0.32
CH1008400000000000000000000012356,2025-10-07 08:00,0.96,0.0
CH1008400000000000000000000012345,2025-10-07 09:00,0.52,0.9
CH1008400000000000000000000012346,2025-10-07 09:00,0.74,0.75
CH1008400000000000000000000012347,2025-10-07 09:00,0.52,0.0
CH1008400000000000000000000012348,2025-10-07 09:00,0.61,1.28
CH1008400000000000000000000012349,2025-10-07 09:00,0.56,0.0
CH1008400000000000000000000012350,2025-10-07 09:00,0.39,0.63
CH1008400000000000000000000012351,2025-10-07 09:00,0.51,0.0
CH1008400000000000000000000012352,2025-10-07 09:00,0.6,0.0
